"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Pakistan","PAK","Population, male","SP.POP.TOTL.MA.IN","24648027","25281402","25926800","26600449","27302481","28031542","28790686","29581683","30401325","31247559","32120887","32964917","33835296","34792951","35786839","36825596","37920005","39075442","40291665","41644520","43294842","45052877","46699256","48272396","49722377","51238553","52947215","54731436","56549515","58381954","60339927","62342939","64061336","65779732","67666870","69607232","71633392","73657851","75685707","77742544","79963819","82223369","84190394","86121441","88237958","90346913","92469941","94875159","97376075","99806431","102234317","104479609","106428386","108117315","109696124","111191288","112597154","114147375","115958869","117879703","119954020","122119349","124068400","125731249","127433406",
"Panama","PAN","Population, male","SP.POP.TOTL.MA.IN","573337","590345","608124","626597","645627","665061","684895","705096","725616","746468","767680","789277","811170","833203","855354","877609","899881","922168","944534","967143","990126","1013562","1037483","1061898","1086730","1111796","1136987","1162285","1187687","1212942","1238532","1264672","1290939","1317514","1344431","1371617","1399116","1427030","1455353","1484064","1513124","1542493","1572194","1602231","1632704","1663408","1694133","1725045","1756247","1787670","1819277","1851300","1883748","1916459","1949580","1983369","2017789","2052516","2086964","2120143","2148782","2174004","2201198","2229872","2258004",
"Peru","PER","Population, male","SP.POP.TOTL.MA.IN","5104761","5255469","5411206","5571685","5736521","5905133","6077423","6253513","6433405","6616944","6788053","6961017","7150934","7336985","7518409","7701214","7886774","8078442","8278115","8483565","8696031","8914959","9138417","9367199","9599718","9834589","10067768","10299098","10533931","10771197","11010543","11243647","11473614","11706336","11940675","12176431","12410073","12643964","12877882","13104053","13312624","13499000","13664193","13813521","13951981","14078966","14193488","14299800","14389325","14465592","14548314","14646960","14760964","14886265","15028034","15193649","15395556","15621908","15903762","16174853","16356574","16498081","16651798","16835443","17017564",
"Philippines","PHL","Population, male","SP.POP.TOTL.MA.IN","14064547","14526377","15003229","15490339","15986108","16488554","16995316","17507653","18025865","18546321","19012725","19446559","19875003","20300634","20721502","21175543","21714757","22297170","22897918","23510599","24122200","24749018","25446067","26200900","26970470","27718306","28426277","29174851","29964104","30726366","31526977","32297528","33078717","33890923","34624479","35378409","36206673","37072553","38044547","39056696","40007538","40911083","41741521","42569088","43395588","44199328","44917896","45676294","46469708","47294043","48292490","49271579","50264658","51244315","52095110","52836545","53493627","54120287","54710323","55297777","55905489","56419691","56849247","57310817","57784107",
"Palau","PLW","Population, male","SP.POP.TOTL.MA.IN","4702","4818","4937","5058","5191","5324","5462","5563","5618","5656","5776","6020","6300","6537","6622","6594","6557","6515","6463","6399","6365","6453","6638","6838","7047","7270","7481","7670","7858","8038","8211","8390","8583","8781","8989","9214","9480","9770","10042","10294","10464","10539","10589","10639","10686","10647","10496","10316","10139","9959","9772","9579","9386","9337","9426","9501","9542","9572","9598","9614","9616","9601","9579","9555","9530",
"Papua New Guinea","PNG","Population, male","SP.POP.TOTL.MA.IN","1054743","1080545","1105417","1130456","1155635","1181325","1208249","1236172","1264982","1295204","1326731","1359301","1391937","1424203","1456506","1488940","1521605","1554550","1587707","1621001","1654577","1689217","1725103","1761984","1799951","1838970","1879023","1920009","1961805","2005726","2056306","2118774","2191660","2269382","2349763","2432574","2517949","2606142","2696472","2789084","2884098","2982137","3083484","3187107","3292814","3400500","3510223","3621900","3735586","3851061","3968218","4084146","4197418","4309840","4421536","4532346","4642125","4750876","4858798","4965821","5067943","5164383","5257153","5347981","5439223",
"Poland","POL","Population, male","SP.POP.TOTL.MA.IN","14333898","14503427","14680971","14886232","15102108","15258392","15379578","15533098","15686455","15812192","15868998","15929302","16068464","16222828","16387887","16561093","16734098","16899411","17034356","17171440","17332280","17492127","17656827","17828126","17995078","18144505","18270309","18373690","18443683","18500666","18565561","18622136","18669157","18707962","18739464","18756101","18762264","18766553","18764084","18749074","18542700","18531425","18516186","18496850","18477832","18460302","18436319","18411671","18403680","18369595","18333483","18424277","18447245","18438356","18427295","18418052","18413190","18418853","18422682","18422249","18200878","17930592","17846011","17778895","17710437",
"Pre-demographic dividend","PRE","Population, male","SP.POP.TOTL.MA.IN","93609895","95785557","98089906","100506979","103025152","105646926","108363501","111175059","114104427","117143877","120300628","123568974","126910863","130465136","134229615","138109786","142089904","146229297","150781151","155556838","160041456","163987914","168211839","172993920","177960923","183073953","188208948","193442245","198652664","204053301","209423872","214718174","220846858","227915181","235706252","243279507","249872973","256518982","263878168","271599737","279388073","287491810","296286629","305409464","314537808","324006692","333489122","342768537","352865938","363675894","374621859","385995804","397837237","410040109","422288585","434462399","446894229","459653363","472603186","485654479","498857527","512063035","525218879","538762644","552682314",
"Puerto Rico (US)","PRI","Population, male","SP.POP.TOTL.MA.IN","1166881","1186175","1209887","1235036","1257549","1275185","1288515","1297081","1303899","1314028","1330083","1350891","1376889","1406069","1434779","1460659","1484109","1505048","1523854","1541610","1559318","1576522","1592913","1608779","1624348","1639725","1654758","1669428","1683957","1698603","1713343","1724962","1735150","1748491","1763384","1778404","1797238","1812971","1822463","1830689","1835033","1838255","1839770","1840096","1839705","1836217","1827528","1815824","1804101","1793213","1784338","1767866","1750459","1734395","1710275","1684337","1655974","1619327","1558981","1562871","1550874","1540037","1518453","1509561","1508234",
"Korea, Dem. People's Rep.","PRK","Population, male","SP.POP.TOTL.MA.IN","5302173","5443319","5586770","5746632","5916005","6088966","6272299","6475910","6688756","6898974","7110842","7319928","7530548","7727171","7896851","8053772","8197499","8329351","8458016","8588819","8722565","8861989","9006791","9152906","9300701","9450682","9603247","9757913","9914113","10072080","10233335","10398972","10566749","10733163","10897182","11037982","11154389","11264815","11367748","11463000","11549047","11625278","11690686","11764326","11846359","11916431","11979567","12040054","12100079","12159896","12219535","12281927","12347523","12416342","12488537","12562727","12636038","12706103","12771188","12830805","12885558","12942570","13002441","13058006","13108717",
"Portugal","PRT","Population, male","SP.POP.TOTL.MA.IN","4240065","4272667","4302123","4317845","4318471","4298766","4263584","4232993","4210842","4168334","4124996","4107856","4109438","4118342","4183108","4351804","4484017","4538383","4594025","4649334","4704288","4747575","4777690","4800943","4820248","4833663","4838060","4836688","4831150","4823057","4811299","4798647","4793322","4798413","4811650","4829554","4849276","4872399","4898628","4928388","4965862","5003493","5028645","5042331","5050239","5055672","5060668","5065871","5066547","5063335","5057754","5043230","5015283","4978437","4943007","4917347","4900212","4887318","4877005","4880032","4891846","4931123","4970696","5039019","5097573",
"Paraguay","PRY","Population, male","SP.POP.TOTL.MA.IN","931845","953779","976670","1001134","1026879","1053110","1079573","1106082","1132629","1159325","1186276","1214015","1243245","1275109","1309171","1343935","1379373","1415795","1453409","1492615","1533955","1577735","1623289","1670180","1718591","1768457","1819870","1872605","1926476","1981096","2035999","2091213","2146705","2202094","2257266","2312247","2366857","2420994","2474466","2526645","2576086","2620009","2657280","2689921","2720509","2750105","2778190","2804771","2831247","2859418","2892171","2929960","2970613","3012723","3055701","3099586","3143770","3187583","3230943","3273780","3316874","3355140","3391532","3432398","3474116",
"West Bank and Gaza","PSE","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","999051","1045160","1093392","1143805","1196542","1251709","1309396","1369753","1404932","1440337","1476639","1513004","1549170","1585914","1623672","1662966","1703866","1746199","1793269","1839980","1886645","1933250","1979876","2026332","2072523","2118949","2166061","2209768","2267781","2326703","2386360","2446625","2507671","2567330","2625766",
"Pacific island small states","PSS","Population, male","SP.POP.TOTL.MA.IN","471995","485152","498823","512976","527372","542055","556429","569539","582333","595605","608419","620478","632188","643741","655882","668872","682643","697100","712060","729578","747362","763655","780488","797676","815303","833453","851218","867061","881345","895046","908284","921225","934212","947113","959523","971338","983557","997686","1012782","1027484","1041377","1054606","1067491","1079928","1092156","1104143","1115945","1127580","1138027","1147651","1160067","1174913","1189454","1204031","1218859","1233760","1248847","1264057","1278973","1291118","1303390","1317533","1332429","1348918","1365574",
